Departamento,Nombre_municipio,Codigo_municipio,porcentaje_si,porcentaje_no,votación,abstención
AMAZONAS,LETICIA,91001,50,50,26,74
AMAZONAS,EL ENCANTO,91263,77,23,30,70
AMAZONAS,LA CHORREA,91405,83,17,36,64
AMAZONAS,LA PEDRERA,91407,88,12,21,79
AMAZONAS,LA VICTORIA,91430,80,20,28,72
AMAZONAS,MIRITI - PARANA,91460,93,7,20,80
AMAZONAS,PUERTO ALEGRIA,91530,91,9,23,77
AMAZONAS,PUERTO ARICA,91536,82,18,29,71
AMAZONAS,PUERTO NARIÑO,91540,75,25,27,73
AMAZONAS,PUERTO SANTANDER,91669,89,11,22,78
AMAZONAS,TARAPAC,91798,80,20,26,74
ANTIOQUIA,MEDELLIN,05001,37,63,46,54
ANTIOQUIA,ABEJORRAL,05002,38,62,24,76
ANTIOQUIA,ABRIAQUI,05004,39,61,30,70
ANTIOQUIA,ALEJANDRIA,05021,58,42,38,62
ANTIOQUIA,AMAGA,05030,33,67,29,71
ANTIOQUIA,AMALFI,05031,36,64,23,77
ANTIOQUIA,ANDES,05034,36,64,26,74
ANTIOQUIA,ANGELOPOLIS,05036,36,64,28,72
ANTIOQUIA,ANGOSTURA,05038,39,61,21,79
ANTIOQUIA,ANORI,05040,65,35,27,73
ANTIOQUIA,SANTA ROSA DE OSOS,05042,30,70,40,60
ANTIOQUIA,ANZA,05044,33,67,20,80
ANTIOQUIA,APARTADO,05045,52,48,31,69
ANTIOQUIA,ARBOLETES,05051,66,34,27,73
ANTIOQUIA,ARGELIA,05055,32,68,31,69
ANTIOQUIA,ARMENIA,05059,31,69,21,79
ANTIOQUIA,BARBOSA,05079,33,67,35,65
ANTIOQUIA,BELMIRA,05086,43,57,34,66
ANTIOQUIA,BELLO,05088,36,64,38,62
ANTIOQUIA,BETANIA,05091,30,70,19,81
ANTIOQUIA,BETULIA,05093,34,66,23,77
ANTIOQUIA,CIUDAD BOLIVAR,05101,30,70,23,77
ANTIOQUIA,BRICEÑO,05107,69,31,34,66
ANTIOQUIA,BURITICA,05113,35,65,21,79
ANTIOQUIA,CACERES,05120,65,35,20,80
ANTIOQUIA,CAICEDO,05125,39,61,26,74
ANTIOQUIA,CALDAS,05129,37,63,43,57
ANTIOQUIA,CAMPAMENTO,05134,51,49,20,80
ANTIOQUIA,CAÑASGORDAS,05138,41,59,36,64
ANTIOQUIA,CARACOLI,05142,49,5,25,75
ANTIOQUIA,CARAMANTA,05145,42,58,27,73
ANTIOQUIA,CAREPA,05147,47,53,28,72
ANTIOQUIA,EL CARMEN DE VIBORAL,05148,33,67,34,66
ANTIOQUIA,CAROLINA,05150,42,58,28,72
ANTIOQUIA,CAUCASIA,05154,43,57,32,68
ANTIOQUIA,CHIGORODO,05172,52,48,28,72
ANTIOQUIA,CISNEROS,05190,37,63,26,74
ANTIOQUIA,COCORNA,05197,35,65,38,62
ANTIOQUIA,CONCEPCION,05206,38,62,35,65
ANTIOQUIA,CONCORDIA,05209,32,68,20,80
ANTIOQUIA,COPACABANA,05212,39,61,41,59
ANTIOQUIA,DABEIBA,05234,65,35,29,71
ANTIOQUIA,DON MATIAS,05237,26,74,32,68
ANTIOQUIA,EBEJICO,05240,35,65,25,75
ANTIOQUIA,EL BAGRE,05250,44,56,21,79
ANTIOQUIA,ENTRERRIOS,05264,33,67,34,66
ANTIOQUIA,ENVIGADO,05266,36,64,46,54
ANTIOQUIA,FREDONIA,05282,36,64,27,73
ANTIOQUIA,FRONTINO,05284,55,45,24,76
ANTIOQUIA,GIRALDO,05306,54,46,32,68
ANTIOQUIA,GIRARDOTA,05308,36,64,36,64
ANTIOQUIA,GOMEZ PLATA,05310,37,63,26,74
ANTIOQUIA,GRANADA,05313,39,61,35,65
ANTIOQUIA,GUADALUPE,05315,55,45,25,75
ANTIOQUIA,GUARNE,05318,27,73,47,53
ANTIOQUIA,GUATAPE,05321,39,61,50,50
ANTIOQUIA,HELICONIA,05347,44,56,24,76
ANTIOQUIA,HISPANIA,05353,41,59,22,78
ANTIOQUIA,ITAGUI,05360,37,63,39,61
ANTIOQUIA,ITUANGO,05361,69,31,24,76
ANTIOQUIA,JARDIN,05364,36,64,38,62
ANTIOQUIA,JERICO,05368,29,71,31,69
ANTIOQUIA,LA CEJA,05376,30,70,51,49
ANTIOQUIA,LA ESTRELLA,05380,36,64,37,63
ANTIOQUIA,LA PINTADA,05390,42,58,37,63
ANTIOQUIA,LA UNION,05400,35,65,46,54
ANTIOQUIA,LIBORINA,05411,36,64,29,71
ANTIOQUIA,MACEO,05425,42,58,25,75
ANTIOQUIA,MARINILLA,05440,31,69,47,53
ANTIOQUIA,MONTEBELLO,05467,55,45,30,70
ANTIOQUIA,MURINDO,05475,96,4,42,58
ANTIOQUIA,MUTATA,05480,65,35,22,78
ANTIOQUIA,NARIÑO,05483,33,67,28,72
ANTIOQUIA,NECOCLI,05490,60,40,23,77
ANTIOQUIA,NECHI,05495,52,48,21,79
ANTIOQUIA,OLAYA,05501,38,62,27,73
ANTIOQUIA,PEÑOL,05541,38,62,34,66
ANTIOQUIA,PEQUE,05543,73,27,38,62
ANTIOQUIA,PUEBLORRICO,05576,34,66,25,75
ANTIOQUIA,PUERTO BERRIO,05579,31,69,26,74
ANTIOQUIA,PUERTO NARE (LA MAGDALENA),05585,59,41,33,67
ANTIOQUIA,PUERTO TRIUNFO,05591,26,74,30,70
ANTIOQUIA,REMEDIOS,05604,35,65,21,79
ANTIOQUIA,RETIRO,05607,31,69,46,54
ANTIOQUIA,RIONEGRO,05615,31,69,50,50
ANTIOQUIA,SABANALARGA,05628,34,66,34,66
ANTIOQUIA,SABANETA,05631,37,63,46,54
ANTIOQUIA,SALGAR,05642,33,67,18,82
ANTIOQUIA,SAN ANDRES,05647,45,55,33,67
ANTIOQUIA,SAN CARLOS,05649,47,53,38,62
ANTIOQUIA,SAN FRANCISCO,05652,42,58,27,73
ANTIOQUIA,SAN JERONIMO,05656,37,63,29,71
ANTIOQUIA,SAN JOSE DE LA MONTAÑA,05658,37,63,33,67
ANTIOQUIA,SAN JUAN DE URABA,05659,66,34,24,76
ANTIOQUIA,SAN LUIS,05660,25,75,34,66
ANTIOQUIA,SAN PEDRO,05664,26,74,39,61
ANTIOQUIA,SAN PEDRO DE URABA,05665,51,49,16,84
ANTIOQUIA,SAN RAFAEL,05667,39,61,33,67
ANTIOQUIA,SAN ROQUE,05670,41,59,31,69
ANTIOQUIA,SAN VICENTE,05674,28,72,37,63
ANTIOQUIA,SANTA BARBARA,05679,36,64,27,73
ANTIOQUIA,SANTAFE DE ANTIOQUIA,05686,38,62,28,72
ANTIOQUIA,SANTO DOMINGO,05690,39,61,32,68
ANTIOQUIA,EL SANTUARIO,05697,27,73,48,52
ANTIOQUIA,SEGOVIA,05736,33,67,18,82
ANTIOQUIA,SONSON,05756,26,74,34,66
ANTIOQUIA,SOPETRAN,05761,45,55,35,65
ANTIOQUIA,TAMESIS,05789,35,65,32,68
ANTIOQUIA,TARAZA,05790,60,40,23,77
ANTIOQUIA,TARSO,05792,42,58,21,79
ANTIOQUIA,TITIRIBI,05809,35,65,25,75
ANTIOQUIA,TOLEDO,05819,61,39,33,67
ANTIOQUIA,TURBO,05837,56,44,25,75
ANTIOQUIA,URAMITA,05842,54,46,29,71
ANTIOQUIA,URRAO,05847,47,53,26,74
ANTIOQUIA,VALDIVIA,05854,50,50,19,81
ANTIOQUIA,VALPARAISO,05856,40,60,27,73
ANTIOQUIA,VEGACHI,05858,28,72,18,82
ANTIOQUIA,VENECIA,05861,38,62,27,73
ANTIOQUIA,VIGIA DEL FUERTE,05873,96,4,42,58
ANTIOQUIA,YALI,05885,39,61,19,81
ANTIOQUIA,YARUMAL,05887,33,67,29,71
ANTIOQUIA,YOLOMBO,05890,40,60,22,78
ANTIOQUIA,YONDO-CASABE,05893,46,54,44,56
ANTIOQUIA,ZARAGOZA,05895,49,51,19,81
ARAUCA,ARAUCA,81001,35,65,35,65
ARAUCA,ARAUQUITA,81065,76,24,37,63
ARAUCA,CRAVO NORTE,81220,40,60,31,69
ARAUCA,FORTUL,81300,69,31,33,67
ARAUCA,PUERTO RONDON,81591,39,61,31,69
ARAUCA,SARAVENA,81736,46,54,32,68
ARAUCA,TAME,81794,51,49,35,65
ATLANTICO,BARRANQUILLA,08001,57,43,25,75
ATLANTICO,BARANOA,08078,72,28,27,73
ATLANTICO,CAMPO DE LA CRUZ,08137,62,38,15,85
ATLANTICO,CANDELARIA,08141,70,30,27,73
ATLANTICO,GALAPA,08296,62,38,24,76
ATLANTICO,JUAN DE ACOSTA,08372,69,31,20,80
ATLANTICO,LURUACO,08421,65,35,15,85
ATLANTICO,MALAMBO,08433,56,44,21,79
ATLANTICO,MANATI,08436,84,16,15,85
ATLANTICO,PALMAR DE VARELA,08520,72,28,22,78
ATLANTICO,PIOJO,08549,74,26,28,72
ATLANTICO,POLONUEVO,08558,81,19,28,72
ATLANTICO,PONEDERA,08560,63,37,22,78
ATLANTICO,PUERTO COLOMBIA,08573,62,38,30,70
ATLANTICO,REPELON,08606,80,20,23,77
ATLANTICO,SABANAGRANDE,08634,64,36,23,77
ATLANTICO,SABANALARGA,08638,73,27,28,72
ATLANTICO,SANTA LUCIA,08675,75,25,20,80
ATLANTICO,SANTO TOMAS,08685,72,28,22,78
ATLANTICO,SOLEDAD,08758,59,41,22,78
ATLANTICO,SUAN,08770,76,24,25,75
ATLANTICO,TUBARA,08832,68,32,30,70
ATLANTICO,USIACURI,08849,77,23,29,71
BOGOTA,URBANO,11001,56,44,46,54
BOLIVAR,CARTAGENA,13001,56,44,20,80
BOLIVAR,ACHI,13006,70,30,40,60
BOLIVAR,ALTOS DEL ROSARIO,13030,57,43,21,79
BOLIVAR,ARENAL,13042,88,12,35,65
BOLIVAR,ARJONA,13052,62,38,19,81
BOLIVAR,ARROYOHONDO,13062,75,25,21,79
BOLIVAR,BARRANCO DE LOBA,13074,53,47,26,74
BOLIVAR,CALAMAR,13140,59,41,21,79
BOLIVAR,CANTAGALLO,13160,72,28,44,56
BOLIVAR,CICUCO,13188,71,29,32,68
BOLIVAR,CORDOBA,13212,78,22,36,64
BOLIVAR,CLEMENCIA,13222,66,34,17,83
BOLIVAR,EL CARMEN DE BOLIVAR,13244,53,47,30,70
BOLIVAR,EL GUAMO,13248,80,20,28,72
BOLIVAR,EL PEÑON,13268,61,39,26,74
BOLIVAR,HATILLO DE LOBA,13300,51,49,27,73
BOLIVAR,MAGANGUE,13430,62,38,29,71
BOLIVAR,MAHATES,13433,70,30,21,79
BOLIVAR,MARGARITA,13440,60,40,26,74
BOLIVAR,MARIA LA BAJA,13442,80,20,24,76
BOLIVAR,MONTECRISTO,13458,81,19,25,75
BOLIVAR,MOMPOS,13468,63,37,24,76
BOLIVAR,MORALES,13473,47,53,39,61
BOLIVAR,NOROSI,13490,85,15,32,68
BOLIVAR,PINILLOS,13549,61,39,31,69
BOLIVAR,REGIDOR,13580,77,23,32,68
BOLIVAR,RIO VIEJO,13600,70,30,37,63
BOLIVAR,SAN CRISTOBAL,13620,87,13,29,71
BOLIVAR,SAN ESTANISLAO,13647,69,31,20,80
BOLIVAR,SAN FERNANDO,13650,82,18,30,70
BOLIVAR,SAN JACINTO,13654,60,40,31,69
BOLIVAR,SAN JACINTO DEL CAUCA,13655,69,31,30,70
BOLIVAR,SAN JUAN DE NEPOMUCENO,13657,61,39,29,71
BOLIVAR,SAN MARTIN DE LOBA,13667,69,31,26,74
BOLIVAR,SAN PABLO,13670,49,51,34,66
BOLIVAR,SANTA CATALINA,13673,76,24,21,79
BOLIVAR,SANTA ROSA,13683,65,35,13,87
BOLIVAR,SANTA ROSA DEL SUR,13688,37,63,38,62
BOLIVAR,SIMITI,13744,50,50,31,69
BOLIVAR,SOPLAVIENTO,13760,85,15,28,72
BOLIVAR,TALAIGUA NUEVO,13780,64,36,33,67
BOLIVAR,TIQUISIO (PTO RICO),13810,55,45,25,75
BOLIVAR,TURBACO,13836,60,40,17,83
BOLIVAR,TURBANA,13838,69,31,18,82
BOLIVAR,VILLANUEVA,13873,61,39,13,87
BOLIVAR,ZAMBRANO,13894,86,14,43,57
BOYACA,TUNJA,15001,57,43,51,49
BOYACA,ALMEIDA,15022,52,48,36,64
BOYACA,AQUITANIA (PUEBLO VIEJO),15047,29,71,35,65
BOYACA,ARCABUCO,15051,47,53,38,62
BOYACA,BELEN,15087,46,54,39,61
BOYACA,BERBEO,15090,68,32,40,60
BOYACA,BETEITIVA,15092,62,38,36,64
BOYACA,BOAVITA,15097,44,56,36,64
BOYACA,BOYACA,15104,58,42,26,74
BOYACA,BRICEÑO,15106,63,37,37,63
BOYACA,BUENAVISTA,15109,44,56,32,68
BOYACA,BUSBANZA,15114,49,51,47,53
BOYACA,CALDAS,15131,59,41,35,65
BOYACA,CAMPOHERMOSO,15135,54,46,39,61
BOYACA,CERINZA,15162,62,38,47,53
BOYACA,CHINAVITA,15172,46,54,30,70
BOYACA,CHIQUINQUIRA,15176,48,52,42,58
BOYACA,CHISCAS,15180,51,49,40,60
BOYACA,CHITA,15183,40,60,37,63
BOYACA,CHITARAQUE,15185,40,60,30,70
BOYACA,CHIVATA,15187,52,48,37,63
BOYACA,CIENAGA,15189,45,55,32,68
BOYACA,COMBITA,15204,59,41,43,57
BOYACA,COPER,15212,60,40,41,59
BOYACA,CORRALES,15215,44,56,43,57
BOYACA,COVARACHIA,15218,39,61,34,66
BOYACA,CUBARA,15223,57,43,27,73
BOYACA,CUCAITA,15224,56,44,40,60
BOYACA,CUITIVA,15226,43,57,35,65
BOYACA,CHIQUIZA,15232,62,38,21,79
BOYACA,CHIVOR,15236,41,59,37,63
BOYACA,DUITAMA,15238,48,52,49,51
BOYACA,EL COCUY,15244,31,69,34,66
BOYACA,EL ESPINO,15248,35,65,43,57
BOYACA,FIRAVITOBA,15272,63,37,37,63
BOYACA,FLORESTA,15276,40,60,44,56
BOYACA,GACHANTIVA,15293,48,52,44,56
BOYACA,GAMEZA,15296,43,57,37,63
BOYACA,GARAGOA,15299,50,50,44,56
BOYACA,GUACAMAYAS,15317,20,80,38,62
BOYACA,GUATEQUE,15322,52,48,38,62
BOYACA,GUAYATA,15325,58,42,40,60
BOYACA,GUICAN,15332,48,52,40,60
BOYACA,IZA,15362,44,56,39,61
BOYACA,JENESANO,15367,64,36,31,69
BOYACA,JERICO,15368,39,61,30,70
BOYACA,LABRANZAGRANDE,15377,46,54,37,63
BOYACA,LA CAPILLA,15380,52,48,42,58
BOYACA,LA UVITA,15401,32,68,37,63
BOYACA,LA VICTORIA,15403,75,25,38,62
BOYACA,VILLA DE LEIVA,15407,52,48,48,52
BOYACA,MACANAL,15425,39,61,34,66
BOYACA,MARIPI,15442,75,25,30,70
BOYACA,MIRAFLORES,15455,65,35,49,51
BOYACA,MONGUA,15464,24,76,42,58
BOYACA,MONGUI,15466,38,62,39,61
BOYACA,MONIQUIRA,15469,52,48,37,63
BOYACA,MOTAVITA,15476,53,47,37,63
BOYACA,MUZO,15480,37,63,34,66
BOYACA,NOBSA,15491,50,50,50,50
BOYACA,NUEVO COLON,15494,64,36,39,61
BOYACA,OICATA,15500,55,45,47,53
BOYACA,OTANCHE,15507,44,56,37,63
BOYACA,PACHAVITA,15511,50,50,39,61
BOYACA,PAEZ,15514,48,52,53,47
BOYACA,PAIPA,15516,56,44,46,54
BOYACA,PAJARITO,15518,37,63,38,62
BOYACA,PANQUEBA,15522,46,54,40,60
BOYACA,PAUNA,15531,65,35,36,64
BOYACA,PAYA,15533,46,54,52,48
BOYACA,PAZ DEL RIO,15537,66,34,40,60
BOYACA,PESCA,15542,40,60,28,72
BOYACA,PISBA,15550,43,57,45,55
BOYACA,PUERTO BOYACA,15572,31,69,41,59
BOYACA,QUIPAMA,15580,37,63,36,64
BOYACA,RAMIRIQUI,15599,54,46,32,68
BOYACA,RAQUIRA,15600,49,51,38,62
BOYACA,RONDON,15621,52,48,41,59
BOYACA,SABOYA,15632,64,36,38,62
BOYACA,SACHICA,15638,53,47,41,59
BOYACA,SAMACA,15646,50,50,36,64
BOYACA,SAN EDUARDO,15660,64,36,49,51
BOYACA,SAN JOSE DE PARE,15664,53,47,35,65
BOYACA,SAN LUIS DE GACENO,15667,36,64,40,60
BOYACA,SAN MATEO,15673,34,66,32,68
BOYACA,SAN MIGUEL DE SEMA,15676,48,52,40,60
BOYACA,SAN PABLO DE BORBUR,15681,32,68,33,67
BOYACA,SANTANA,15686,52,48,32,68
BOYACA,SANTA MARIA,15690,40,60,34,66
BOYACA,SANTA ROSA DE VITERBO,15693,43,57,46,54
BOYACA,SANTA SOFIA,15696,62,38,35,65
BOYACA,SATIVANORTE,15720,51,49,32,68
BOYACA,SATIVASUR,15723,53,47,31,69
BOYACA,SIACHOQUE,15740,35,65,37,63
BOYACA,SOATA,15753,42,58,48,52
BOYACA,SOCOTA,15755,39,61,36,64
BOYACA,SOCHA,15757,50,50,39,61
BOYACA,SOGAMOSO,15759,49,51,47,53
BOYACA,SOMONDOCO,15761,61,39,32,68
BOYACA,SORA,15762,60,40,52,48
BOYACA,SOTAQUIRA,15763,52,48,38,62
BOYACA,SORACA,15764,33,67,43,57
BOYACA,SUSACON,15774,63,37,45,55
BOYACA,SUTAMARCHAN,15776,55,45,40,60
BOYACA,SUTATENZA,15778,48,52,36,64
BOYACA,TASCO,15790,59,41,32,68
BOYACA,TENZA,15798,63,37,47,53
BOYACA,TIBANA,15804,64,36,29,71
BOYACA,TIBASOSA,15806,52,48,43,57
BOYACA,TINJACA,15808,56,44,46,54
BOYACA,TIPACOQUE,15810,52,48,34,66
BOYACA,TOCA,15814,49,51,34,67
BOYACA,TOGUI,15816,56,44,23,77
BOYACA,TOPAGA,15820,41,59,47,53
BOYACA,TOTA,15822,35,65,23,77
BOYACA,TUNUNGUA,15832,72,28,50,50
BOYACA,TURMEQUE,15835,67,33,31,69
BOYACA,TUTA,15837,51,49,43,57
BOYACA,TUTASA,15839,54,46,52,48
BOYACA,UMBITA,15842,44,56,39,61
BOYACA,VENTAQUEMADA,15861,48,52,31,69
BOYACA,VIRACACHA,15879,43,57,32,68
BOYACA,ZETAQUIRA,15897,66,34,36,64
CALDAS,MANIZALES,17001,49,51,48,52
CALDAS,AGUADAS,17013,29,71,37,63
CALDAS,ANSERMA,17042,31,69,40,60
